State,District,Latitude,Longitude,ResolvedLocation,CoordinateSource,Year,Rainfall,Temperature,WeatherAggregation,WeatherDataSource
Tamil Nadu,Thanjavur,10.668328201255331,79.24425811222847,Thanjavur,geoBoundaries India ADM2 centroid,2023,1551.3,28.05,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2013,1494.9,26.88,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2014,892.8,27.29,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2015,662.3,27.93,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2016,1232.6,27.73,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2017,763.4,27.55,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2018,1206.4,27.49,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2019,1162.4,27.88,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2020,1243.4,27.1,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2021,951.4,27.2,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2022,1705.6,27.05,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Karimnagar,18.37597097917155,79.24486572878071,Karimnagar,geoBoundaries India ADM2 centroid,2023,1206.9,27.42,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2013,1999.5,22.38,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2014,1577.1,22.6,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2015,1822.8,22.66,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2016,1395.9,23.09,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2017,1962.0,22.23,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2018,1883.4,21.75,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2019,2099.8,21.96,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2020,1883.0,21.62,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2021,2384.2,21.81,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2022,1718.8,21.8,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Mayurbhanj,21.89486405126787,86.41200995195561,Mayurbhanj,geoBoundaries India ADM2 centroid,2023,1413.8,22.15,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2013,652.3,28.5,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2014,1199.0,28.52,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2015,1437.5,28.08,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2016,626.9,28.75,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2017,1525.7,28.21,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2018,1307.9,28.03,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2019,990.2,28.45,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2020,1397.8,28.37,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2021,1650.5,27.79,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2022,1208.0,27.48,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Tamil Nadu,Thiruvarur,10.680434087460858,79.53687063921394,Thiruvarur,geoBoundaries India ADM2 centroid,2023,1653.2,27.93,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2013,507.9,24.59,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2014,403.3,24.53,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2015,561.0,24.49,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2016,330.7,25.88,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2017,416.8,25.02,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2018,345.3,24.74,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2019,489.5,24.29,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2020,395.9,24.12,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2021,358.2,24.47,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2022,594.3,24.74,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Muktsar,30.29799288157158,74.54064722092657,Muktsar,geoBoundaries India ADM2 centroid,2023,536.4,24.36,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2013,734.7,23.2,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2014,652.1,22.94,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2015,844.7,22.97,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2016,444.2,24.61,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2017,616.9,23.4,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2018,515.5,23.21,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2019,761.6,22.74,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2020,572.8,23.1,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2021,483.3,23.37,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2022,757.0,23.67,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Tarn taran,31.336883885989973,74.84178821790002,Tarn Taran,geoBoundaries India ADM2 centroid,2023,768.0,22.78,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2013,1373.0,24.69,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2014,1472.6,25.1,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2015,1681.2,24.91,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2016,1553.9,25.46,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2017,1710.4,24.81,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2018,1307.6,24.58,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2019,1588.8,24.85,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2020,2137.0,24.35,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2021,1724.3,24.98,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2022,1336.1,25.04,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
West Bengal,Maldah,25.13952004400626,88.09010251561412,Maldah,geoBoundaries India ADM2 centroid,2023,1454.8,25.72,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2013,1143.7,23.99,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2014,747.8,24.3,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2015,951.3,24.47,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2016,967.9,24.98,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2017,844.6,24.31,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2018,780.4,24.17,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2019,897.5,24.09,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2020,893.9,23.33,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2021,1225.7,23.92,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2022,1274.6,24.2,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Shahjahanpur,27.95984145689227,79.82905051426162,Shahjahanpur,geoBoundaries India ADM2 centroid,2023,1207.8,23.91,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2013,828.2,26.71,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2014,723.9,27.09,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2015,546.0,27.44,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2016,846.9,27.52,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2017,649.1,27.64,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2018,498.4,27.54,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2019,831.2,27.8,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2020,1122.3,27.33,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2021,883.3,26.72,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2022,968.8,26.75,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Karnataka,Raichur,16.090359069268082,76.89388101179306,Raichur,geoBoundaries India ADM2 centroid,2023,670.7,27.81,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2013,1165.7,27.21,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2014,809.8,27.74,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2015,781.2,28.23,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2016,1069.9,27.97,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2017,819.9,28.07,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2018,804.2,28.05,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2019,848.7,28.28,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2020,1327.8,27.76,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2021,1065.2,27.86,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2022,1284.8,27.5,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Suryapet,17.08432877193315,79.75774206737448,Suryapet,geoBoundaries India ADM2 centroid,2023,1090.9,28.37,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2013,847.0,23.21,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2014,611.4,23.53,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2015,963.5,23.48,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2016,720.5,24.43,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2017,736.4,23.61,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2018,795.9,23.24,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2019,728.1,23.13,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2020,983.7,22.79,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2021,640.8,23.45,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2022,643.8,24.11,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Karnal,29.687971179833628,76.89486871073805,Karnal,geoBoundaries India ADM2 centroid,2023,799.4,23.36,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2013,1871.1,24.25,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2014,1047.4,24.76,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2015,1422.4,24.71,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2016,1692.1,25.01,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2017,1431.9,25.35,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2018,1546.0,24.89,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2019,2239.0,24.95,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2020,1889.3,23.96,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2021,1526.3,24.46,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2022,1758.4,24.45,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Balaghat,21.880829226126544,80.35513151961167,Balaghat,geoBoundaries India ADM2 centroid,2023,1513.3,24.61,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2013,828.5,23.29,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2014,552.8,23.8,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2015,937.2,23.44,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2016,550.2,24.84,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2017,603.0,23.74,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2018,747.6,23.39,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2019,770.1,23.29,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2020,574.2,22.92,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2021,725.5,23.59,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2022,698.0,24.08,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Kaithal,29.81205698466412,76.4170442443173,Kaithal,geoBoundaries India ADM2 centroid,2023,629.2,23.26,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Gurdaspur,31.91616985571162,75.29371377844795,Gurdaspur,geoBoundaries India ADM2 centroid,2013,1296.9,22.12,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Gurdaspur,31.91616985571162,75.29371377844795,Gurdaspur,geoBoundaries India ADM2 centroid,2014,1065.5,21.86,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Gurdaspur,31.91616985571162,75.29371377844795,Gurdaspur,geoBoundaries India ADM2 centroid,2015,1294.3,22.04,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Gurdaspur,31.91616985571162,75.29371377844795,Gurdaspur,geoBoundaries India ADM2 centroid,2016,773.6,23.42,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Gurdaspur,31.91616985571162,75.29371377844795,Gurdaspur,geoBoundaries India ADM2 centroid,2017,835.4,22.51,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Gurdaspur,31.91616985571162,75.29371377844795,Gurdaspur,geoBoundaries India ADM2 centroid,2018,855.9,22.29,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
