State,District,Latitude,Longitude,ResolvedLocation,CoordinateSource,Year,Rainfall,Temperature,WeatherAggregation,WeatherDataSource
Haryana,Fatehabad,29.575846481200724,75.58057912462931,Fatehabad,geoBoundaries India ADM2 centroid,2019,437.8,24.38,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Fatehabad,29.575846481200724,75.58057912462931,Fatehabad,geoBoundaries India ADM2 centroid,2020,451.1,24.06,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Fatehabad,29.575846481200724,75.58057912462931,Fatehabad,geoBoundaries India ADM2 centroid,2021,410.3,24.42,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Fatehabad,29.575846481200724,75.58057912462931,Fatehabad,geoBoundaries India ADM2 centroid,2022,489.8,24.67,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Haryana,Fatehabad,29.575846481200724,75.58057912462931,Fatehabad,geoBoundaries India ADM2 centroid,2023,517.5,23.96,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2013,1188.7,24.41,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2014,934.9,24.73,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2015,794.2,25.34,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2016,1298.7,25.8,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2017,897.7,25.7,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2018,1025.2,25.5,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2019,1219.4,25.14,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2020,1078.2,24.53,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2021,1167.1,24.85,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2022,1048.4,25.26,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Madhya Pradesh,Satna,24.5304600865736,80.83124806117443,Satna,geoBoundaries India ADM2 centroid,2023,965.4,24.88,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2013,1420.5,25.91,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2014,1421.8,26.28,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2015,1234.0,26.61,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2016,1416.0,26.82,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2017,1402.1,26.69,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2018,1343.8,26.11,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2019,1501.4,26.42,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2020,1877.7,25.75,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2021,1184.1,26.05,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2022,1534.3,26.19,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Mahasamund,21.20414839495232,82.60457202864289,Mahasamund,geoBoundaries India ADM2 centroid,2023,1384.7,26.48,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2013,525.4,24.11,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2014,394.8,24.12,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2015,696.8,23.82,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2016,357.1,25.49,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2017,418.7,24.89,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2018,387.5,24.5,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2019,517.1,23.72,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2020,508.2,23.61,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2021,442.2,24.09,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2022,627.8,24.38,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Faridkot,30.610222868303147,74.78160165200046,Faridkot,geoBoundaries India ADM2 centroid,2023,459.5,23.61,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2013,1541.3,25.52,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2014,1251.1,26.22,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2015,1195.2,26.15,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2016,1470.2,26.38,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2017,922.1,26.42,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2018,1377.1,25.86,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2019,1358.1,26.19,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2020,1580.7,25.43,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2021,963.8,25.65,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2022,1494.3,25.74,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Rajnandgaon,21.038706096606944,80.81968353192259,Rajnandgaon,geoBoundaries India ADM2 centroid,2023,1456.6,25.81,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2013,674.9,24.13,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2014,412.0,24.42,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2015,753.6,24.28,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2016,372.1,25.74,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2017,429.5,24.73,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2018,518.8,24.34,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2019,436.8,24.19,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2020,462.4,23.82,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2021,391.3,24.13,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2022,602.2,24.55,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Punjab,Mansa,29.90820713218236,75.43996956110492,Mansa,geoBoundaries India ADM2 centroid,2023,432.3,23.88,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2013,1615.7,24.24,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2014,1064.5,24.28,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2015,1012.6,24.87,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2016,1426.8,25.26,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2017,1370.3,24.88,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2018,1313.2,24.49,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2019,1584.9,24.44,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2020,1687.1,23.52,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2021,1912.2,24.18,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2022,1539.0,24.25,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Siddharth nagar,27.273430000780333,82.86344391918092,Siddharthnagar,geoBoundaries India ADM2 centroid,2023,1200.5,24.93,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2013,1730.3,23.48,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2014,1029.4,23.64,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2015,1247.8,23.81,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2016,1653.2,24.35,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2017,1165.1,23.89,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2018,1050.9,23.56,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2019,1087.4,23.67,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2020,1277.4,22.72,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2021,1175.1,23.55,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2022,1396.0,23.46,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Pilibhit,28.534750413534574,79.97523016979608,Pilibhit,geoBoundaries India ADM2 centroid,2023,1343.9,23.38,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2013,1487.6,25.85,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2014,1276.7,26.38,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2015,1155.0,26.63,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2016,1414.3,26.77,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2017,1330.5,26.68,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2018,1383.3,26.0,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2019,1485.7,26.43,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2020,1421.0,25.57,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2021,1131.6,26.06,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2022,1460.9,25.97,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Raipur,21.284527823259378,81.8203049299982,Raipur,geoBoundaries India ADM2 centroid,2023,1562.7,26.26,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2013,1115.1,25.21,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2014,761.4,25.33,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2015,741.3,25.95,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2016,1185.6,26.21,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2017,793.0,26.23,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2018,1131.8,26.1,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2019,1498.7,26.03,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2020,1336.7,25.15,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2021,1085.7,25.45,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2022,992.6,25.96,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Uttar Pradesh,Allahabad,25.303092486865996,81.96136300049122,Allahabad,geoBoundaries India ADM2 centroid,2023,960.0,25.83,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2013,1538.8,26.14,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2014,1310.9,26.67,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2015,1257.4,26.89,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2016,1427.4,27.08,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2017,1447.7,26.68,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2018,1303.5,26.02,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2019,1594.5,26.29,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2020,1567.9,25.56,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2021,1256.3,26.07,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2022,1458.9,26.1,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Chhattisgarh,Baloda bazar,21.553992751183127,82.30810820147455,Baloda Bazar,geoBoundaries India ADM2 centroid,2023,1632.6,26.28,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2013,1631.9,23.88,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2014,1657.7,24.14,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2015,1719.2,24.36,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2016,1415.2,24.62,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2017,1563.1,24.61,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2018,1506.5,24.14,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2019,1937.8,24.23,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2020,1793.2,23.94,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2021,1737.5,24.28,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2022,1436.4,24.18,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Odisha,Kendujhar,21.537622517759782,85.7047895887223,Kendujhar,geoBoundaries India ADM2 centroid,2023,1117.6,24.8,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2013,1093.1,25.82,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2014,769.1,26.16,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2015,568.9,26.52,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2016,1081.1,26.51,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2017,816.2,26.18,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2018,895.2,25.83,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2019,952.1,26.53,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2020,1129.9,25.66,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2021,891.7,25.46,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2022,1022.1,25.68,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
Telangana,Medak,17.955394591515116,78.25685850516787,Medak,geoBoundaries India ADM2 centroid,2023,924.1,25.77,Calendar year; proxy for DES reporting year starting this year,Open-Meteo Historical Weather API
