State,District,Year,ReportingYear,Season,Crop,Area,Production,ReportedYieldTonnesPerHectare,CropDataSource
Punjab,Fatehgarh sahib,2019,2019 - 2020,Whole Year,All Crops,86000.0,366000.0,4.26,"DES Area, Production & Yield Query Report"
Punjab,Fatehgarh sahib,2020,2020 - 2021,Whole Year,All Crops,87100.0,414000.0,4.75,"DES Area, Production & Yield Query Report"
Punjab,Fatehgarh sahib,2021,2021 - 2022,Whole Year,All Crops,87300.0,412000.0,4.72,"DES Area, Production & Yield Query Report"
Punjab,Fatehgarh sahib,2022,2022 - 2023,Whole Year,All Crops,87400.0,352000.0,4.03,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2013,2013 - 2014,Whole Year,All Crops,92000.0,293000.0,3.18,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2014,2014 - 2015,Whole Year,All Crops,97000.0,297000.0,3.06,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2015,2015 - 2016,Whole Year,All Crops,104000.0,298000.0,2.87,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2016,2016 - 2017,Whole Year,All Crops,111000.0,391000.0,3.52,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2017,2017 - 2018,Whole Year,All Crops,109000.0,355000.0,3.26,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2018,2018 - 2019,Whole Year,All Crops,114000.0,376000.0,3.3,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2019,2019 - 2020,Whole Year,All Crops,191000.0,775000.0,4.06,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2020,2020 - 2021,Whole Year,All Crops,116100.0,380000.0,3.27,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2021,2021 - 2022,Whole Year,All Crops,113100.0,355000.0,3.14,"DES Area, Production & Yield Query Report"
Punjab,Fazilka,2022,2022 - 2023,Whole Year,All Crops,108200.0,379000.0,3.5,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2013,2013 - 2014,Whole Year,All Crops,183000.0,766000.0,4.19,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2014,2014 - 2015,Whole Year,All Crops,189000.0,733000.0,3.88,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2015,2015 - 2016,Whole Year,All Crops,187000.0,729000.0,3.9,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2016,2016 - 2017,Whole Year,All Crops,187000.0,791000.0,4.23,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2017,2017 - 2018,Whole Year,All Crops,185000.0,842000.0,4.55,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2018,2018 - 2019,Whole Year,All Crops,186000.0,829000.0,4.46,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2019,2019 - 2020,Whole Year,All Crops,114000.0,307000.0,2.69,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2020,2020 - 2021,Whole Year,All Crops,188600.0,823000.0,4.36,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2021,2021 - 2022,Whole Year,All Crops,187800.0,827000.0,4.4,"DES Area, Production & Yield Query Report"
Punjab,Firozepur,2022,2022 - 2023,Whole Year,All Crops,187300.0,897000.0,4.79,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2013,2013 - 2014,Whole Year,All Crops,173000.0,507000.0,2.93,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2014,2014 - 2015,Whole Year,All Crops,173000.0,452000.0,2.61,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2015,2015 - 2016,Whole Year,All Crops,175000.0,500000.0,2.86,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2016,2016 - 2017,Whole Year,All Crops,175000.0,557000.0,3.18,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2017,2017 - 2018,Whole Year,All Crops,176000.0,643000.0,3.65,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2018,2018 - 2019,Whole Year,All Crops,172000.0,632000.0,3.67,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2019,2019 - 2020,Whole Year,All Crops,174000.0,637000.0,3.66,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2020,2020 - 2021,Whole Year,All Crops,174700.0,680000.0,3.89,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2021,2021 - 2022,Whole Year,All Crops,174600.0,671000.0,3.84,"DES Area, Production & Yield Query Report"
Punjab,Gurdaspur,2022,2022 - 2023,Whole Year,All Crops,173200.0,631000.0,3.64,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2013,2013 - 2014,Whole Year,All Crops,70000.0,252000.0,3.6,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2014,2014 - 2015,Whole Year,All Crops,71000.0,244000.0,3.44,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2015,2015 - 2016,Whole Year,All Crops,72000.0,255000.0,3.54,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2016,2016 - 2017,Whole Year,All Crops,74000.0,287000.0,3.88,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2017,2017 - 2018,Whole Year,All Crops,75000.0,292000.0,3.89,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2018,2018 - 2019,Whole Year,All Crops,75000.0,279000.0,3.72,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2019,2019 - 2020,Whole Year,All Crops,78000.0,312000.0,4.0,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2020,2020 - 2021,Whole Year,All Crops,79400.0,330000.0,4.16,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2021,2021 - 2022,Whole Year,All Crops,76700.0,291000.0,3.79,"DES Area, Production & Yield Query Report"
Punjab,Hoshiarpur,2022,2022 - 2023,Whole Year,All Crops,81000.0,255000.0,3.15,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2013,2013 - 2014,Whole Year,All Crops,167000.0,596000.0,3.57,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2014,2014 - 2015,Whole Year,All Crops,167000.0,616000.0,3.69,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2015,2015 - 2016,Whole Year,All Crops,168000.0,653000.0,3.89,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2016,2016 - 2017,Whole Year,All Crops,170000.0,699000.0,4.11,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2017,2017 - 2018,Whole Year,All Crops,171000.0,715000.0,4.18,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2018,2018 - 2019,Whole Year,All Crops,173000.0,719000.0,4.16,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2019,2019 - 2020,Whole Year,All Crops,175000.0,713000.0,4.07,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2020,2020 - 2021,Whole Year,All Crops,175100.0,797000.0,4.55,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2021,2021 - 2022,Whole Year,All Crops,174700.0,747000.0,4.28,"DES Area, Production & Yield Query Report"
Punjab,Jalandhar,2022,2022 - 2023,Whole Year,All Crops,175600.0,733000.0,4.17,"DES Area, Production & Yield Query Report"
